page0_block0_line0_word0.png;cash
page0_block0_line0_word1.png;payent
page0_block0_line0_word2.png;repeint
page0_block0_line1_word0.png;comparé
page0_block0_line1_word1.png;dame
page0_block0_line2_word0.png;stress
page0_block0_line2_word1.png;adresse
page0_block0_line3_word0.png;cité
page0_block0_line3_word1.png;stade
page0_block0_line3_word2.png;pipe
page0_block0_line4_word0.png;phone
page0_block0_line5_word0.png;fax
page0_block0_line6_word0.png;empile
page0_block0_line7_word0.png;
page0_block0_line8_word0.png;date
page0_block0_line9_word0.png;recevait
page0_block0_line9_word1.png;de
page0_block0_line10_word0.png;payent
page0_block0_line10_word1.png;information
page0_block0_line11_word0.png;paix
page0_block0_line11_word1.png;y
page0_block0_line12_word0.png;amont
page0_block0_line12_word1.png;aide
page0_block0_line13_word0.png;dollars
page0_block0_line13_word1.png;ac.
page0_block0_line14_word0.png;for
page0_block0_line14_word1.png;payent
page0_block0_line14_word2.png;on
page0_block0_line15_word0.png;
page0_block0_line15_word1.png;c.
page0_block0_line16_word0.png;ta
page0_block0_line16_word1.png;rate
page0_block0_line16_word2.png;
page0_block0_line17_word0.png;total
page0_block0_line17_word1.png;taxi
page0_block0_line17_word2.png;c.
page0_block0_line18_word0.png;total
page0_block0_line18_word1.png;amont
page0_block0_line18_word2.png;due
page0_block0_line18_word3.png;c.
page0_block0_line19_word0.png;amont
page0_block0_line19_word1.png;aide
page0_block0_line19_word2.png;c.
page0_block0_line20_word0.png;
page0_block0_line20_word1.png;balance
page0_block0_line20_word2.png;c.
page0_block0_line21_word0.png;recevez
page0_block0_line21_word1.png;y
page0_block0_line22_word0.png;
page0_block0_line22_word1.png;signature
page0_block0_line23_word0.png;page
page0_block0_line23_word1.png;1
page0_block0_line23_word2.png;on
page0_block0_line23_word3.png;1
